# fb2_session_log
# sections: events | dashboard_snapshots | dash_tiles
# note: main Dash only (hero + tiles + any + extras). Fuel/Trans/etc. not included.

# events
time_ms,category,message

# dashboard_snapshots
time_ms,rpm,speed_kmh,coolant1_c,coolant2_c,intake_c,ambient_c,load_pct,throttle_pct,timing,maf_gps,map_kpa,stft_pct,ltft_pct,ecu_v,gear,fuel_loop
1785181667238,2574.0,76.0,92.0,,32.0,,49.87150668069358,35.361095767777144,12.0,13.974301336138716,79.87150668069359,-1.8874112824318523,,14.15513881894805,3,CLOSED LOOP
1785181667489,2467.0,71.0,92.0,,32.0,,47.640680341260186,33.73867661182559,12.0,13.528136068252037,77.64068034126018,-1.9812229541996396,,14.16831994997187,3,CLOSED LOOP
1785181667740,2358.0,66.0,92.0,,32.0,,45.374175487249964,32.0903094452727,12.0,13.074835097449993,75.37417548724997,-1.9960495188940681,,14.182146513833045,3,CLOSED LOOP
1785181667991,2248.0,61.0,92.0,,32.0,,43.087722629238954,30.42743463944651,12.0,12.61754452584779,73.08772262923895,-1.9312998881687018,,14.19633681532162,3,CLOSED LOOP

# dash_tiles
time_ms,tab,key,value
1785181667126,Dash,RPM,2678.0
1785181667126,Dash,Speed,81.0
1785181667126,Dash,Gear,3
1785181667126,Dash,GearSource,ESTIMATED
1785181667126,Dash,Coolant1,92.0
1785181667126,Dash,Coolant2,n/s
1785181667126,Dash,Battery,14.14287166625909
1785181667126,Dash,Intake,32.0
1785181667126,Dash,Ambient,n/s
1785181667126,Dash,Load,52.051171619085714
1785181667126,Dash,Throttle,36.94630663206233
1785181667126,Dash,STFT,-1.7183544789042384
1785181667126,Dash,LTFT,n/s
1785181667126,Dash,MAF,14.410234323817143
1785181667126,Dash,MAP,82.05117161908572
1785181667126,Dash,Timing,12.0
1785181667126,Dash,FuelLoop,CLOSED LOOP
1785181667126,Dash,DTCs,2
1785181667126,Dash,HealthPct,100
1785181668115,Dash,RPM,2248.0
1785181668115,Dash,Speed,61.0
1785181668115,Dash,Gear,3
1785181668115,Dash,GearSource,ESTIMATED
1785181668115,Dash,Coolant1,92.0
1785181668115,Dash,Coolant2,n/s
1785181668115,Dash,Battery,14.19633681532162
1785181668115,Dash,Intake,32.0
1785181668115,Dash,Ambient,n/s
1785181668115,Dash,Load,43.087722629238954
1785181668115,Dash,Throttle,30.42743463944651
1785181668115,Dash,STFT,-1.9312998881687018
1785181668115,Dash,LTFT,n/s
1785181668115,Dash,MAF,12.61754452584779
1785181668115,Dash,MAP,73.08772262923895
1785181668115,Dash,Timing,12.0
1785181668115,Dash,FuelLoop,CLOSED LOOP
1785181668115,Dash,DTCs,2
1785181668115,Dash,HealthPct,100
